Unnamed__0,nuclear_consumption,year,country
14119,2474.653,2011,north america (ei)
8478,,1997,guinea
8560,,1995,guyana
17510,,1996,seychelles
16025,,1956,persian gulf (shift)
22001,,2012,zimbabwe
17953,,1919,south america
11786,,1999,mauritius
8276,,2001,guadeloupe
14829,,2015,oecd (shift)
16298,0.0,1989,philippines
3318,,1912,burundi
17756,,2009,solomon islands
16091,,1905,peru
14506,,1938,norway
11560,,1984,maldives
19760,,1926,turkey
1037,4.645,1977,argentina
2298,,1912,belgium
2262,0.0,1999,belarus
8607,,2000,haiti
12078,0.0,1969,middle east (ei)
8070,0.0,2002,greece
12253,,1957,middle east (shift)
4062,,1962,central and south america (shift)
8359,,1920,guatemala
10912,0.0,2012,lithuania
11811,,1902,mexico
14714,,1900,oecd (shift)
4424,,1918,colombia
17129,,1995,saint pierre and miquelon
8212,,2021,greenland
18580,,1965,suriname
5430,,1943,denmark
5131,0.0,1982,czechia
8572,,2007,guyana
20521,,1956,united kingdom
17085,,1993,saint lucia
11910,24.599,2001,mexico
16515,,1960,portugal
21390,,2009,wake island (shift)
19098,96.034,1992,taiwan
20988,,2018,uruguay
4007,,1907,central and south america (shift)
8616,,2009,haiti
18727,193.476,1990,sweden
12681,,1931,mozambique
17040,,1990,saint kitts and nevis
1165,,1916,asia
17120,,1986,saint pierre and miquelon
107,,1984,afghanistan
11405,,1994,malawi
14616,4919.624,1990,oecd (ei)
7796,237.191,2015,germany
17627,,2014,singapore
5459,0.0,1972,denmark
18332,,1941,spain
2451,,1980,benin
14912,,2019,oecd - europe (eia)
1220,25.625,1971,asia
17563,,2007,sierra leone
11732,,1987,mauritania
1884,,1904,bahrain
7369,,1994,french guiana
21887,,2020,zambia
12289,,1993,middle east (shift)
16006,,1937,persian gulf (shift)
18335,,1944,spain
9340,,1951,indonesia
2471,,2000,benin
20336,218.541,2017,ukraine
10125,,1956,japan
12729,,1979,mozambique
21311,0.0,2015,vietnam
315,34.119,2012,africa (ei)
9491,0.0,1979,iran
13340,,1942,new zealand
20139,148.864,1978,ussr
783,,1930,angola
21828,,1961,zambia
12192,,2018,middle east (ember)
19968,,2011,tuvalu
21673,,2021,yemen
6537,,1992,eurasia (shift)
152,,1907,africa
6945,,1962,european union (27)
7087,,2019,falkland islands
15883,,2020,papua new guinea
11336,,1967,madagascar
619,,1931,algeria
4787,,1908,cote d'ivoire
5786,,1968,eastern africa (ei)
13646,,1961,nigeria
11742,,1997,mauritania
5486,0.0,1999,denmark
20650,,1962,united states
20552,156.739,1987,united kingdom
17326,,1944,saudi arabia
6887,,1904,european union (27)
11714,,2011,martinique
10531,,2020,kyrgyzstan
11616,,1998,mali
7723,,1942,germany
13987,,1937,north america
1049,14.298,1989,argentina
17519,,2005,seychelles
20566,253.979,2001,united kingdom
12140,,1988,middle east (eia)
6396,,2015,ethiopia
13407,,2009,new zealand
14197,,1943,north america (shift)
11257,,2010,macao
15476,,1972,oman
453,,2004,africa (shift)
14686,,2017,oecd (eia)
20433,0.0,1991,united arab emirates
9111,0.0,1968,iceland
3098,,1980,brunei
5774,,2013,east timor
9432,,1920,iran
17124,,1990,saint pierre and miquelon
16062,,1993,persian gulf (shift)
13254,,2020,netherlands antilles
5803,0.0,1985,eastern africa (ei)
17243,,1983,sao tome and principe
1014,,1954,argentina
18965,,1982,syria
15070,,1913,opec (shift)
4697,,1983,cook islands
18033,31.448,1999,south america
2873,,1920,brazil
9821,,1940,israel
214,0.0,1969,africa
9001,,1999,ieo - africa (eia)
3681,,1930,canada
20506,,1941,united kingdom
12312,,2016,middle east (shift)
17809,,2020,somalia
20094,,1933,ussr
9076,,1990,ieo oecd - europe (eia)
11162,335.526,2016,lower-middle-income countries
19151,,2014,tajikistan
21942,,1953,zimbabwe
7921,,2017,ghana
14237,,1983,north america (shift)
800,,1947,angola
10752,,2012,liberia
7663,,2005,georgia
13343,,1945,new zealand
10632,0.0,2019,latvia
21041,,1990,vanuatu
5224,,1952,czechoslovakia
4496,0.0,1990,colombia
21362,,1981,wake island (shift)
3927,,2007,central african republic
14761,,1947,oecd (shift)
14449,,2003,northern mariana islands
2525,,2012,bermuda
21343,,2004,wake island (eia)
20675,1359.828,1987,united states
14210,,1956,north america (shift)
14175,,1921,north america (shift)
11901,11.12,1992,mexico
10763,,1901,libya
16611,,2013,puerto rico
11497,,1964,malaysia
4602,,1931,congo
2530,,2017,bermuda
19640,,1929,tunisia
10191,129.528,2022,japan
14778,,1964,oecd (shift)
16954,,1988,rwanda
20745,,2014,united states pacific islands (shift)
18530,,1915,suriname
18404,148.369,2013,spain
8764,,1985,honduras
3292,,2008,burkina faso
14914,,2021,oecd - europe (eia)
9576,,1941,iraq
2060,,1957,bangladesh
8490,,2009,guinea
9912,,1908,italy
9217,,1951,india
12240,,1944,middle east (shift)
21547,,1938,world
2082,0.0,1979,bangladesh
16176,0.0,1990,peru
1633,,2021,australia
11921,23.074,2012,mexico
531,,1965,albania
21918,,1929,zimbabwe
4743,,1987,costa rica
16692,0.0,1972,qatar
15474,,1970,oman
