chart_id,chart_type,status,question,explanation,operation_spec,feedback,updated_at
2a8mliwolqqo6s5u,stackedBar,pending,In what year is the smallest difference between the market size of Asia Pacific region and the remaining three regions?,"1. For each year, add the market sizes of the three non_sia Pacific regions (Americas + Europe + Japan) to get the _emaining three regions total. 
2. Then compute the absolute difference between Asia Pacific and that combined total for the same year. 
3. Comparing these differences across all years, the smallest gap occurs in 2015 (Asia Pacific 15.78 vs remaining total 12.17 + 1.55 + 1.65 = 15.37, a difference of 0.41).","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Region"",""operator"":""!="",""value"":""Asia Pacific""},{""op"":""sum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Market_Size_Billion_USD"",""group"":""Year""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Region"",""operator"":""=="",""value"":""Asia Pacific""}],""ops3"":[{""op"":""pairDiff"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n2"",""n3""],""sentenceIndex"":3},""groupA"":""Asia Pacific"",""groupB"":""other3_sum"",""field"":""Market_Size_Billion_USD"",""absolute"":true},{""op"":""findExtremum"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n4""],""sentenceIndex"":3},""which"":""min""}]}",,2026-05-22T15:49:51Z
1a6pxfig1xf4oeu3,simpleBar,pending,Find a period with a franchise value of $200 million or less,"1. Scan the franchise values by year and select the consecutive years where the value is at or below $200 million. 
2. From 2006 (149) through 2012 (175), every value is  200, and in 2013 it jumps to 250, ending that period.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Franchise value in million US dollars"",""operator"":""<="",""value"":200}]}",,2026-05-22T14:43:18Z
1ashoniy42n3n5jr,simpleBar,pending,Find the difference between the average revue with 2020 and the average revue with 2020 excluded,"1. First compute the average operating revenue using all years including 2020 (20132020). 
2. Then compute the average again using only 20132019 (excluding 2020). 
3. Finally, subtract the _xcluding 2020 average from the _ncluding 2020 average; because 2020 is much lower than the other years, the average with 2020 included is lower, giving a difference of about -340 million NOK.","{""ops"":[{""op"":""average"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Operating revenue in m million NOK""}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":2},""field"":""Year"",""exclude"":[""2020""]},{""op"":""average"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2},""field"":""Operating revenue in m million NOK""}],""ops3"":[{""op"":""diff"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n1"",""n3""],""sentenceIndex"":3},""targetA"":""ref:n1"",""targetB"":""ref:n3"",""signed"":true}]}",,2026-05-22T14:43:29Z
4twwx65oath7vrkt,multipleLine,pending,Find the year in which the value of exports was greater than the minimum value of imports.,"1. First, identify the minimum imports value across all years, which is 1.15 (in 2001). 
2. Then compare each year_ exports value to 1.15 and find the years where exports exceed it. 
3. Exports are greater than 1.15 in 2008 (1.31), 2010 (1.29), and 2011 (1.50); the first year this happens is 2008.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Type"",""operator"":""=="",""value"":""Imports""},{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Value_Trillion_USD"",""which"":""min""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Type"",""operator"":""=="",""value"":""Exports""},{""op"":""filter"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3"",""n2""],""sentenceIndex"":2},""operator"":"">"",""value"":""ref:n2"",""field"":""Value_Trillion_USD""}],""ops3"":[{""op"":""nth"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n4""],""sentenceIndex"":3},""n"":1,""from"":""left"",""orderField"":""Year""}]}",,2026-05-22T14:43:37Z
1ar60b8rke2d8e64,groupedBar,pending,What year is the smallest difference between the two types?,"1. For each time period, compare the retention rates of _verage and _essaging apps and compute the gap between them. 
2. The differences are: 1st month (0.680.36=0.32), 2nd month (0.670.29=0.38), 3rd month (0.650.25=0.40), 6th month (0.620.18=0.44), and 12th month (0.620.11=0.51). 
3. The smallest gap is 0.32, which occurs in the 1st month.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""groupA"":""Average"",""groupB"":""Messaging apps"",""field"":""Retention rate"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""min""}]}",,2026-05-22T14:44:09Z
7w9v4fsbg5ydxsr2,simpleLine,pending,Find the difference between the average percentage of even and odd years,"1. Separate the data into even years (2010, 2012, 2014, 2016, 2018) and odd years (2009, 2011, 2013, 2015, 2017). 
2. Compute the average percentage for each group by summing their values and dividing by the number of years in the group. 
3. The even-year average is 2.418 and the odd-year average is 2.262. 
4. Subtract the two averages to get the difference, which is 0.156; taking the difference between the averages (even minus odd) gives about 0.16, and the absolute difference is also about 0.16.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""include"":[""2010"",""2012"",""2014"",""2016"",""2018""]},{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Percentage of gross domestic product""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Year"",""include"":[""2009"",""2011"",""2013"",""2015"",""2017""]},{""op"":""average"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""field"":""Percentage of gross domestic product""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":true}]}",,2026-05-22T14:45:01Z
1a09xqtrj8zms716,simpleBar,pending,What is the average value of top 3 malls' per sqaure foot cost?,"1. Identify the three highest per-square-foot costs in the chart data (Sydney 732, Melbourne 646, Brisbane (Brisbane Mall) 422). 
2. Add these three values and divide by 3 to get their average, which is 666.0.","{""ops"":[{""op"":""sort"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""US dollars per square foot"",""order"":""desc""}],""ops2"":[{""op"":""nth"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""n"":1,""from"":""left"",""orderField"":""US dollars per square foot""},{""op"":""nth"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1""],""sentenceIndex"":2},""n"":2,""from"":""left"",""orderField"":""US dollars per square foot""},{""op"":""nth"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n1""],""sentenceIndex"":2},""n"":3,""from"":""left"",""orderField"":""US dollars per square foot""}],""ops3"":[{""op"":""average"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n3"",""n4""],""sentenceIndex"":3},""field"":""US dollars per square foot""}]}",,2026-05-22T14:43:55Z
1bbe64wpvq06sknm,simpleBar,pending,"For each fiscal year, find the difference between the corresponding year value and the overall average
","1. First, compute the overall average of _umber of days in thousands across all 9 fiscal years. 
2. Then, for each fiscal year, subtract this overall average from that year_ value. 
3. A positive result means the year is above the average, and a negative result means it is below the average.","{""ops"":[{""op"":""average"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Number of days in thousands""}],""ops2"":[{""op"":""diffByValue"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""value"":""ref:n1"",""field"":""Number of days in thousands"",""signed"":true}]}",,2026-05-22T14:44:17Z
16fif5hdi8yzml00,groupedBar,pending,What is the difference between average of maximum payment in all states and average of minimum payment in all states?,"1. List the maximum payments for all 12 states and compute their average (60, 25, 25, 25, 15, 15, 15, 10, 10, 10, 10, 10  average 19.17). 
2. Then list the minimum payments for all 12 states and compute their average (0, 15, 15, 15, 10, 10, 10, 5, 5, 5, 5, 5  average 5.42). 
3. Subtract the average minimum from the average maximum to get 13.75 million USD.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Type"",""operator"":""=="",""value"":""Maximum payment""},{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Payment_Million_USD""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Type"",""operator"":""=="",""value"":""Minimum payment""},{""op"":""average"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""field"":""Payment_Million_USD""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":true}]}",,2026-05-22T14:44:01Z
827lhm2w7n652knp,simpleLine,pending,Count all the years that change from increasing to decreasing,"1. Check the direction of change between each pair of consecutive years. 
2. The values increase every step from 1990 up to 2007, then drop from 2007 to 2008. 
3. After that point, the series never switches back to a sustained increasing trend (it mostly decreases, with only small one-year upticks). 
4. Therefore, there is only one year where the trend changes from increasing to decreasing: at 2007 (followed by a decrease in 2008).","{""ops"":[{""op"":""lagDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""orderField"":""Year"",""order"":""asc""}],""ops2"":[{""op"":""monotonicRun"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""direction"":""increasing"",""mode"":""firstBreak"",""orderField"":""Year""}]}",,2026-05-22T15:56:33Z
12sdcc2xjltg7qj2,groupedBar,pending,"Among the differences between the blue and orange bars, how many times is the largest value greater than the smallest value?","1. For each year, compute the difference between the blue bar (Total contributions to presidential candidates) and the orange bar (Total spending by presidential candidates). 
2. The smallest difference occurs in 2012 (1372.9  1369.32 = 3.58). 
3. The largest difference occurs in 1996 (425.7  239.9 = 185.8). 
4. Divide the largest difference by the smallest difference to get how many times larger it is: 185.8 ÷ 3.58  51.9, which is about 52 times.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""groupA"":""Total contributions to presidential candidates"",""groupB"":""Total spending by presidential candidates"",""field"":""Value_Million_USD"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max""},{""op"":""findExtremum"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""min""}],""ops3"":[{""op"":""scale"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n2"",""n3""],""sentenceIndex"":3},""target"":""ref:n2"",""factor"":""ref:n3_inverse""}]}",,2026-05-22T14:44:19Z
72yqb8jwj9a6g4nx,simpleLine,pending,What is the difference between the average from 2011 and the average up to 2010?,"1. Compute the average percentage for the years up to 2010 (2005, 2006, 2008, 2009, 2010), which are 8, 16, 29, 46, and 61, giving an average of 32.0. 
2. Then compute the average from 2011 onward (20112015), which are 65, 67, 73, 74, and 76, giving an average of 71.5. 
3. Subtract the earlier average from the later average to get a difference of 39.5.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":""<="",""value"":""2010""},{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Percentage of internet users""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Year"",""operator"":"">="",""value"":""2011""},{""op"":""average"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""field"":""Percentage of internet users""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n4"",""n2""],""sentenceIndex"":3},""targetA"":""ref:n4"",""targetB"":""ref:n2"",""signed"":true}]}",,2026-05-22T14:44:15Z
6al86e9qyokma74i,simpleLine,pending,How many years are below average?,"1. First, compute the average number of renunciations across all listed years (20082015). 
2. Then compare each year_ value to this average and mark those that are lower. 
3. The years 2008, 2009, 2010, and 2012 are below the average, giving a total of 4 years.","{""ops"":[{""op"":""average"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Number of renunciations""}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""operator"":""<"",""value"":""ref:n1"",""field"":""Number of renunciations""}],""ops3"":[{""op"":""count"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":3}}]}",,2026-05-22T14:44:20Z
724mfnyk34kp97le,simpleLine,pending,How many years are there that have a lower value than the average?,"First, compute the average cinema visits across all listed years (20012019). Then compare each year_ value to this average and mark the years that are below it. Counting those below-average years gives 10.","{""ops"":[{""op"":""average"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Cinema visits in millions""}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""operator"":""<"",""value"":""ref:n1"",""field"":""Cinema visits in millions""},{""op"":""count"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2}}]}",,2026-05-22T14:44:21Z
1q3mzgt77lwo172f,stackedBar,pending,In which year is the difference between the blue and gray bars the greatest?,"Identify the blue and gray categories in the stacked bars (blue = 0  500 million U.S. dollars, gray = _ver 10,001 million U.S. dollars). For each year, compute the absolute difference between their market shares: 2008 (|23.429.4|=6.0), 2009 (|22.529.6|=7.1), 2010 (|24.815.4|=9.4), 2011 (|24.815.0|=9.8), 2012 (|23.217.9|=5.3). The largest difference is in 2011.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""groupA"":""0 – 500 million US dollars"",""groupB"":""Over 10,001 million US dollars"",""field"":""Market share"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max""}]}",,2026-05-22T14:44:52Z
0xo3r87obscjsktm,simpleBar,pending,How many times is the difference between El Salvador and Ukraine greater than the difference between El Salvador and Denmark?,"1. Read the mortality values: El Salvador = 160, Ukraine = 1270, Denmark = 540. 
2. Compute the difference between El Salvador and Ukraine (1270  160 = 1110) and the difference between El Salvador and Denmark (540  160 = 380). 
3. Divide the first difference by the second (1110 ÷ 380) to get 2.75.","{""ops"":[{""op"":""retrieveValue"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""target"":""El Salvador"",""field"":""Country""},{""op"":""retrieveValue"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":1},""target"":""Ukraine"",""field"":""Country""},{""op"":""retrieveValue"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":1},""target"":""Denmark"",""field"":""Country""}],""ops2"":[{""op"":""diff"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n2"",""n1""],""sentenceIndex"":2},""targetA"":""ref:n2"",""targetB"":""ref:n1"",""signed"":true},{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n3"",""n1""],""sentenceIndex"":2},""targetA"":""ref:n3"",""targetB"":""ref:n1"",""signed"":true}],""ops3"":[{""op"":""scale"",""id"":""n6"",""meta"":{""nodeId"":""n6"",""inputs"":[""n4"",""n5""],""sentenceIndex"":3},""target"":""ref:n4"",""factor"":""ref:n5_inverse""}]}",,2026-05-22T14:44:43Z
