"#","chart_type","chart_id","all_id","question","explanation","operation_spec","status","author_note","updated_at"
"1","line_simple","2jromeq5u9lloh1s","line_simple_2jromeq5u9lloh1s","Which years has the biggest jump?","1. Get the difference between every year
2. Get the extremum ","{""ops"":[{""op"":""lagDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Audience_Millions""}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max""}]}","pending","",""
"35","bar_grouped","0fhm43s0j7glca29","bar_grouped_0fhm43s0j7glca29","Which year has the average of the values corresponding to 2018 or the larger value corresponding to 2020?","1. Check all values for 2018
2. Calculated the mean
3. Check all values for 2020
4. Calculated the mean
5. Determine which year has the greater of the two means","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""group"":""2018""},{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Revenue in billion US dollars""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""group"":""2020""},{""op"":""average"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""field"":""Revenue in billion US dollars""}],""ops3"":[{""op"":""compareBool"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""operator"":"">"",""targetA"":""ref:n2"",""targetB"":""ref:n4""}]}","pending","Compare mean of 2018 vs mean of 2020 (explanation step5 'determine which year has the greater of the two means') -> compareBool. Fixed cand (cand wrongly used findExtremum on the 2020 subset).",""
"36","bar_grouped","0gacqohbzj07n25s","bar_grouped_0gacqohbzj07n25s","What is the difference between the average of surgical values in European countries and the average of surgical values in Asian countries?","1. European countries identified
2. Obtain the average of the surgical values of European countries
3. Check out Asian countries
4. Find the average of the surgical values of Asian countries
5. Subtract smaller values from larger values","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Country"",""include"":[""Germany"",""France"",""Italy""],""group"":""Surgical""},{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Number of procedures""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Country"",""include"":[""Japan"",""India"",""Turkey""],""group"":""Surgical""},{""op"":""average"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""field"":""Number of procedures""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":false}]}","pending","avg of Surgical procedures in European countries (Germany/France/Italy) minus Asian (Japan/India/Turkey); step5 'subtract smaller from larger' -> unsigned. European/Asian country sets chosen from the chart's Country values.",""
"37","line_simple","1c80b6i7wdu3m1ir","line_simple_1c80b6i7wdu3m1ir","What is the sum of the y-values ​​for the period in which the y-axis value increased most sharply for two or more consecutive years?","1. Identify lines that trend upward for two or more years.
2. Find the difference between the starting and ending values.
3. Identify the line with the largest value.
4. Add all values ​​corresponding to number 3.","{""ops"":[{""op"":""monotonicRun"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""direction"":""increasing"",""minLength"":2,""field"":""Year on yaer percentage change (%)"",""orderField"":""Year""}],""ops2"":[{""op"":""sum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Year on yaer percentage change (%)""}]}","pending","'increased most sharply for 2+ years' approximated by the longest increasing run; then sum.",""
"38","line_multiple","1k8qhmg9rui7gtzh","line_multiple_1k8qhmg9rui7gtzh","What is the difference between the largest value in Germany and the smallest value in the U.S. between 2010 and 2015?","1. Find the largest value in Germany between 2010 and 2015.
2. Find the smallest value in the U.S. between 2010 and 2015.
3. Subtract value 2 from value 1.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":""between"",""value"":[""2010"",""2015""]}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max"",""field"":""Favorable_View_Percentage"",""group"":""Germany""}],""ops3"":[{""op"":""findExtremum"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1""],""sentenceIndex"":3},""which"":""min"",""field"":""Favorable_View_Percentage"",""group"":""US""}],""ops4"":[{""op"":""diff"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n2"",""n3""],""sentenceIndex"":4},""targetA"":""ref:n2"",""targetB"":""ref:n3"",""signed"":false}]}","pending","",""
"39","bar_grouped","0ihx2vzdsej883sq","bar_grouped_0ihx2vzdsej883sq","What is the Male value in the category with the second-lowest Female share of employees?","1. Check the second-lowest Female value.
2. Check the Male value in that Category.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""group"":""Female""},{""op"":""sort"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Share of employees"",""order"":""asc""},{""op"":""nth"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":1},""n"":2,""from"":""left""}],""ops2"":[{""op"":""retrieveValue"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""target"":""ref:n3"",""field"":""Share of employees"",""group"":""Male""}]}","pending","2nd-lowest Female category (filter Female, sort asc, nth=2), then the Male value in that category via retrieveValue(target=that category).",""
"40","bar_simple","0fh0emp095qhq3ag","bar_simple_0fh0emp095qhq3ag","What is the difference between the largest and smallest values between 2010 and 2019?","1. Check the highest bar graph between 2010 and 2019 and find the value
2. Check the lowest bar graph between 2010 and 2019 and find the value
3. Subtract value 2 from value 1","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":""between"",""value"":[""2010"",""2019""]},{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""which"":""max"",""field"":""Number of victims""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Year"",""operator"":""between"",""value"":[""2010"",""2019""]},{""op"":""findExtremum"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""which"":""min"",""field"":""Number of victims""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":false}]}","pending","largest-smallest within 2010-2019: filter then max, filter then min, then diff (mirrors 3-step explanation).",""
"41","bar_grouped","0k75gqf8ckjikdym","bar_grouped_0k75gqf8ckjikdym","For which year was the difference between the average age at marriage for men and women the lowest?","1. Calculate the difference between the average age at marriage for each year.
2. Compare the differences between each year.
3. Choose the year with the lowest difference ","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Year"",""groupA"":""Male"",""groupB"":""Female"",""seriesField"":""Gender"",""field"":""Average age at marriage"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""min""}]}","pending","",""
"42","line_multiple","1p4nnba4568wza9n","line_multiple_1p4nnba4568wza9n","How many times did the dominant opinion change?","1. determine what if the dominant opinion was good or bad for each year (if higher than >50% dominant)
2. compare the dominant opinion for each year with the following and count if there was a change","","empty","GAP: counting how many times the dominant (>50%) opinion flips between Good and Bad year-over-year; no op counts changes-of-dominance / sign-flips of a per-year comparison.",""
"43","bar_stacked","0gzowodb2py0d1s9","bar_stacked_0gzowodb2py0d1s9","How many years did Thailand's revenue exceed that of the Philippines'?","1. Filter for the revenue of Thailand and the Philippines
2. Compare the revenue of Thailand and the Philippines
3. count the years for which Thailand's revenue was higher.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Year"",""groupA"":""Thailand"",""groupB"":""Philippines"",""seriesField"":""Country_Region"",""field"":""Revenue_Million_USD""}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Revenue_Million_USD"",""operator"":"">"",""value"":0}],""ops3"":[{""op"":""count"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":3}}]}","pending","",""
"44","bar_stacked","0nmj7sdej4cipma7","bar_stacked_0nmj7sdej4cipma7","Which country had the most significant difference in net sales between the years 2019 and 2020?","1. filter year 2019 and 2020
2. filter for the values of each given group and subtract the 2020 value from the 2019 values.
3. compare absolute values and choose the highest
","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Segment"",""groupA"":""2020"",""groupB"":""2019"",""seriesField"":""Year"",""field"":""Net sales in million US dollars"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max""}]}","pending","Q says 'country' but the chart's segments are the keys; explanation = per-segment 2019->2020 change, max |diff|. pairDiff with by=Segment and seriesField=Year so groupA/groupB are the two years (x labels). field is the measure.",""
"45","bar_simple","0i9bxppwocx0tyop","bar_simple_0i9bxppwocx0tyop","How many employees did they have on average between 2008 and 2011?","1. filter for the years 2008, 2009, 2010 and 2011
2. sum up the number of employees
3. calculate the average ","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":""between"",""value"":[""2008"",""2011""]},{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Number of employees""}]}","pending","avg 2008-2011; explanation sum-then-average == average of filtered subset.",""
"46","bar_grouped","0lua5jsw92d3enb4","bar_grouped_0lua5jsw92d3enb4","How many diet types surpassed the threshold of 0.03% in 2019?","1. Filter for which diet type surpased the 0.03% threshold. in 2018 and 2019.
2. Calculate the amount of diet types in 2018 and 2019.
3. and calculate the absolute difference of the two results.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""group"":""2019""}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Share of respondents"",""operator"":"">"",""value"":0.03}],""ops3"":[{""op"":""count"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":3}}]}","pending","Question asks count of diet types >0.03 in 2019: filter year=2019, filter share>0.03, count. (Explanation text muddled across 2018/2019 and a spurious 'difference', but the question is unambiguous; followed the question.)",""
"47","bar_simple","0iv07908ph6y6ifj","bar_simple_0iv07908ph6y6ifj","What was the average of active users from March '16 to March '19?","1. filter for the dates March 16 to MARCH 19
2. calculate the average of those filtered dates","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Date"",""include"":[""Mar '16"",""Mar '17"",""Mar '18"",""Mar '19""]},{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Active users in millions""}]}","pending","x_vals are not in chronological order (Dec'19, Mar'14, ...), so a positional 'between' slice would be wrong; used explicit include of the four March dates from Mar'16 to Mar'19.",""
"48","line_simple","1jabqwjz9pmd7qwz","line_simple_1jabqwjz9pmd7qwz","What was the median number of facilities between the years 2010 and 2019?","1. Filter for the years 2010 to 2019
2. Calculate the median number","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":""between"",""value"":[""2010"",""2019""]}],""ops2"":[{""op"":""sort"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Number of facilities"",""order"":""asc""},{""op"":""nth"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2},""n"":5},{""op"":""nth"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n2""],""sentenceIndex"":2},""n"":6},{""op"":""add"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n3"",""n4""],""sentenceIndex"":2},""targetA"":""ref:n3"",""targetB"":""ref:n4""},{""op"":""scale"",""id"":""n6"",""meta"":{""nodeId"":""n6"",""inputs"":[""n5""],""sentenceIndex"":2},""target"":""ref:n5"",""factor"":0.5}]}","pending","median of 10 filtered values = mean of 5th & 6th ascending.",""
"49","line_simple","1sf5c8wqw1192q6b","line_simple_1sf5c8wqw1192q6b","How many dates was the growth rate below the average?","1. calculate average growth rate
2. filter for the date for which the growth rate was below the average
3. count the number of filtered dates ","{""ops"":[{""op"":""average"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Growth rate of HICP (%)""}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Growth rate of HICP (%)"",""operator"":""<"",""value"":""ref:n1""}],""ops3"":[{""op"":""count"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":3}}]}","pending","",""
"50","line_multiple","1vh62ks9wweck6m2","line_multiple_1vh62ks9wweck6m2","In which year did men and women report the most similar stress levels?","1. Calculate the absolute differences in stress level of men and women
2. find the minimum","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Year"",""groupA"":""Men"",""groupB"":""Women"",""seriesField"":""Gender"",""field"":""Level_of_Stress"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""min""}]}","pending","",""
"51","bar_simple","0jbrb1dcbliiampz","bar_simple_0jbrb1dcbliiampz","How many years had investments of over 22 Billion Euros in the years 2011 to 2014?","1. filter for the years 2011 to 2014
filter for the years higher than 22 Billion Euros
 count the filtered number of years ","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":""between"",""value"":[""2011"",""2014""]},{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Investments in Billion Euros"",""operator"":"">"",""value"":22},{""op"":""count"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":1}}]}","pending","count 2011-2014 with investment>22B: positional x slice -> value filter -> count.",""
"52","bar_stacked","0ufvwi9xv37e597q","bar_stacked_0ufvwi9xv37e597q","Which season has the biggest gap between Matchday and Commercial?","1. Calculate the difference between Matchday and Commercial for each season
2. find the season with the maximum difference","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Season"",""groupA"":""Matchday"",""groupB"":""Commercial"",""seriesField"":""Revenue_Type"",""field"":""Revenue_Million_Euros"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max""}]}","pending","",""
